series,name,team,position,value,role,is_captain,is_vice_captain,xi_cap,xi_spend,bench_spend,total_spend
Hybrid ICT Score (Budget = 75),Jarrod Bowen,West Ham,MID,7.7,XI,False,False,75.0,75.0,20.8,95.8
Hybrid ICT Score (Budget = 75),Kieran Trippier,Newcastle,DEF,6.9,XI,False,False,75.0,75.0,20.8,95.8
Hybrid ICT Score (Budget = 75),Ollie Watkins,Aston Villa,FWD,8.8,XI,True,False,75.0,75.0,20.8,95.8
Hybrid ICT Score (Budget = 75),Pascal Groß,Brighton,MID,6.5,XI,False,False,75.0,75.0,20.8,95.8
Hybrid ICT Score (Budget = 75),Phil Foden,Man City,MID,8.1,XI,False,False,75.0,75.0,20.8,95.8
Hybrid ICT Score (Budget = 75),William Saliba,Arsenal,DEF,5.7,XI,False,False,75.0,75.0,20.8,95.8
Hybrid ICT Score (Budget = 75),Đorđe Petrović,Chelsea,GK,4.5,XI,False,False,75.0,75.0,20.8,95.8
Hybrid ICT Score (Budget = 75),Jarrad Branthwaite,Everton,DEF,4.2,Bench,False,False,75.0,75.0,20.8,95.8
Hybrid ICT Score (Budget = 75),Jordan Pickford,Everton,GK,4.6,Bench,False,False,75.0,75.0,20.8,95.8
Hybrid ICT Score (Budget = 75),Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,Bench,False,False,75.0,75.0,20.8,95.8
Hybrid ICT Score (Budget = 75),Virgil van Dijk,Liverpool,DEF,6.4,Bench,False,False,75.0,75.0,20.8,95.8
"ARIMA (0,0,1, Budget = 80)",Bukayo Saka,Arsenal,MID,9.1,XI,True,False,80.0,79.69999999999999,20.0,99.7
"ARIMA (0,0,1, Budget = 80)",Cole Palmer,Chelsea,MID,5.8,XI,False,False,80.0,79.69999999999999,20.0,99.7
"ARIMA (0,0,1, Budget = 80)",Dominic Solanke,Bournemouth,FWD,7.0,XI,False,False,80.0,79.69999999999999,20.0,99.7
"ARIMA (0,0,1, Budget = 80)",Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,XI,False,False,80.0,79.69999999999999,20.0,99.7
"ARIMA (0,0,1, Budget = 80)",Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,XI,False,False,80.0,79.69999999999999,20.0,99.7
"ARIMA (0,0,1, Budget = 80)",Jordan Pickford,Everton,GK,4.6,XI,False,False,80.0,79.69999999999999,20.0,99.7
"ARIMA (0,0,1, Budget = 80)",Kieran Trippier,Newcastle,DEF,6.9,XI,False,False,80.0,79.69999999999999,20.0,99.7
"ARIMA (0,0,1, Budget = 80)",Mohamed Salah,Liverpool,MID,13.0,XI,False,False,80.0,79.69999999999999,20.0,99.7
"ARIMA (0,0,1, Budget = 80)",Ollie Watkins,Aston Villa,FWD,8.8,XI,False,True,80.0,79.69999999999999,20.0,99.7
"ARIMA (0,0,1, Budget = 80)",Phil Foden,Man City,MID,8.1,XI,False,False,80.0,79.69999999999999,20.0,99.7
"ARIMA (0,0,1, Budget = 80)",William Saliba,Arsenal,DEF,5.7,XI,False,False,80.0,79.69999999999999,20.0,99.7
"ARIMA (0,0,1, Budget = 80)",Alphonse Areola,West Ham,GK,4.2,Bench,False,False,80.0,79.69999999999999,20.0,99.7
"ARIMA (0,0,1, Budget = 80)",Emerson Palmieri dos Santos,West Ham,DEF,4.4,Bench,False,False,80.0,79.69999999999999,20.0,99.7
"ARIMA (0,0,1, Budget = 80)",Joachim Andersen,Crystal Palace,DEF,4.7,Bench,False,False,80.0,79.69999999999999,20.0,99.7
"ARIMA (0,0,1, Budget = 80)",Julián Álvarez,Man City,FWD,6.7,Bench,False,False,80.0,79.69999999999999,20.0,99.7
Hybrid ICT Score (Budget = 80),Bukayo Saka,Arsenal,MID,9.1,XI,False,True,80.0,79.69999999999999,19.4,99.09999999999998
Hybrid ICT Score (Budget = 80),Cole Palmer,Chelsea,MID,5.8,XI,False,False,80.0,79.69999999999999,19.4,99.09999999999998
Hybrid ICT Score (Budget = 80),Dominic Solanke,Bournemouth,FWD,7.0,XI,False,False,80.0,79.69999999999999,19.4,99.09999999999998
Hybrid ICT Score (Budget = 80),Douglas Luiz Soares de Paulo,Aston Villa,MID,5.5,XI,False,False,80.0,79.69999999999999,19.4,99.09999999999998
Hybrid ICT Score (Budget = 80),Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,XI,False,False,80.0,79.69999999999999,19.4,99.09999999999998
Hybrid ICT Score (Budget = 80),Jordan Pickford,Everton,GK,4.6,XI,False,False,80.0,79.69999999999999,19.4,99.09999999999998
Hybrid ICT Score (Budget = 80),Kieran Trippier,Newcastle,DEF,6.9,XI,False,False,80.0,79.69999999999999,19.4,99.09999999999998
Hybrid ICT Score (Budget = 80),Mohamed Salah,Liverpool,MID,13.0,XI,False,False,80.0,79.69999999999999,19.4,99.09999999999998
Hybrid ICT Score (Budget = 80),Ollie Watkins,Aston Villa,FWD,8.8,XI,True,False,80.0,79.69999999999999,19.4,99.09999999999998
Hybrid ICT Score (Budget = 80),Phil Foden,Man City,MID,8.1,XI,False,False,80.0,79.69999999999999,19.4,99.09999999999998
Hybrid ICT Score (Budget = 80),William Saliba,Arsenal,DEF,5.7,XI,False,False,80.0,79.69999999999999,19.4,99.09999999999998
Hybrid ICT Score (Budget = 80),Conor Bradley,Liverpool,DEF,4.1,Bench,False,False,80.0,79.69999999999999,19.4,99.09999999999998
Hybrid ICT Score (Budget = 80),Ederson Santana de Moraes,Man City,GK,5.5,Bench,False,False,80.0,79.69999999999999,19.4,99.09999999999998
Hybrid ICT Score (Budget = 80),Jarrad Branthwaite,Everton,DEF,4.2,Bench,False,False,80.0,79.69999999999999,19.4,99.09999999999998
Hybrid ICT Score (Budget = 80),Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,Bench,False,False,80.0,79.69999999999999,19.4,99.09999999999998
ICT Score (Budget = 70),Alejandro Garnacho,Man Utd,MID,5.0,XI,False,False,70.0,70.0,25.0,95.0
ICT Score (Budget = 70),Alfie Doughty,Luton,DEF,4.6,XI,False,False,70.0,70.0,25.0,95.0
ICT Score (Budget = 70),Bukayo Saka,Arsenal,MID,9.1,XI,True,False,70.0,70.0,25.0,95.0
ICT Score (Budget = 70),Cole Palmer,Chelsea,MID,5.8,XI,False,False,70.0,70.0,25.0,95.0
ICT Score (Budget = 70),Dominic Solanke,Bournemouth,FWD,7.0,XI,False,False,70.0,70.0,25.0,95.0
ICT Score (Budget = 70),James Trafford,Burnley,GK,4.5,XI,False,False,70.0,70.0,25.0,95.0
ICT Score (Budget = 70),Julián Álvarez,Man City,FWD,6.7,XI,False,False,70.0,70.0,25.0,95.0
ICT Score (Budget = 70),Kieran Trippier,Newcastle,DEF,6.9,XI,False,False,70.0,70.0,25.0,95.0
ICT Score (Budget = 70),Pascal Groß,Brighton,MID,6.5,XI,False,False,70.0,70.0,25.0,95.0
ICT Score (Budget = 70),Pedro Porro,Spurs,DEF,5.8,XI,False,False,70.0,70.0,25.0,95.0
ICT Score (Budget = 70),Phil Foden,Man City,MID,8.1,XI,False,True,70.0,70.0,25.0,95.0
ICT Score (Budget = 70),Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,Bench,False,False,70.0,70.0,25.0,95.0
ICT Score (Budget = 70),Jordan Pickford,Everton,GK,4.6,Bench,False,False,70.0,70.0,25.0,95.0
ICT Score (Budget = 70),Ollie Watkins,Aston Villa,FWD,8.8,Bench,False,False,70.0,70.0,25.0,95.0
ICT Score (Budget = 70),Virgil van Dijk,Liverpool,DEF,6.4,Bench,False,False,70.0,70.0,25.0,95.0
ICT Score (Budget = 75),Alejandro Garnacho,Man Utd,MID,5.0,XI,False,False,75.0,74.7,21.8,96.5
ICT Score (Budget = 75),Alfie Doughty,Luton,DEF,4.6,XI,False,False,75.0,74.7,21.8,96.5
ICT Score (Budget = 75),Bukayo Saka,Arsenal,MID,9.1,XI,True,False,75.0,74.7,21.8,96.5
ICT Score (Budget = 75),Dominic Solanke,Bournemouth,FWD,7.0,XI,False,False,75.0,74.7,21.8,96.5
ICT Score (Budget = 75),James Trafford,Burnley,GK,4.5,XI,False,False,75.0,74.7,21.8,96.5
ICT Score (Budget = 75),Kieran Trippier,Newcastle,DEF,6.9,XI,False,False,75.0,74.7,21.8,96.5
ICT Score (Budget = 75),Martin Ødegaard,Arsenal,MID,8.4,XI,False,False,75.0,74.7,21.8,96.5
ICT Score (Budget = 75),Ollie Watkins,Aston Villa,FWD,8.8,XI,False,False,75.0,74.7,21.8,96.5
ICT Score (Budget = 75),Pascal Groß,Brighton,MID,6.5,XI,False,False,75.0,74.7,21.8,96.5
ICT Score (Budget = 75),Pedro Porro,Spurs,DEF,5.8,XI,False,False,75.0,74.7,21.8,96.5
ICT Score (Budget = 75),Phil Foden,Man City,MID,8.1,XI,False,True,75.0,74.7,21.8,96.5
ICT Score (Budget = 75),Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,Bench,False,False,75.0,74.7,21.8,96.5
ICT Score (Budget = 75),Jordan Pickford,Everton,GK,4.6,Bench,False,False,75.0,74.7,21.8,96.5
ICT Score (Budget = 75),Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,Bench,False,False,75.0,74.7,21.8,96.5
ICT Score (Budget = 75),Virgil van Dijk,Liverpool,DEF,6.4,Bench,False,False,75.0,74.7,21.8,96.5
ICT Score (Budget = 80),Alfie Doughty,Luton,DEF,4.6,XI,False,False,80.0,77.89999999999999,19.6,97.49999999999999
ICT Score (Budget = 80),Bruno Borges Fernandes,Man Utd,MID,8.2,XI,False,False,80.0,77.89999999999999,19.6,97.49999999999999
ICT Score (Budget = 80),Bukayo Saka,Arsenal,MID,9.1,XI,True,False,80.0,77.89999999999999,19.6,97.49999999999999
ICT Score (Budget = 80),Dominic Solanke,Bournemouth,FWD,7.0,XI,False,False,80.0,77.89999999999999,19.6,97.49999999999999
ICT Score (Budget = 80),James Trafford,Burnley,GK,4.5,XI,False,False,80.0,77.89999999999999,19.6,97.49999999999999
ICT Score (Budget = 80),Kieran Trippier,Newcastle,DEF,6.9,XI,False,False,80.0,77.89999999999999,19.6,97.49999999999999
ICT Score (Budget = 80),Martin Ødegaard,Arsenal,MID,8.4,XI,False,False,80.0,77.89999999999999,19.6,97.49999999999999
ICT Score (Budget = 80),Ollie Watkins,Aston Villa,FWD,8.8,XI,False,False,80.0,77.89999999999999,19.6,97.49999999999999
ICT Score (Budget = 80),Pascal Groß,Brighton,MID,6.5,XI,False,False,80.0,77.89999999999999,19.6,97.49999999999999
ICT Score (Budget = 80),Pedro Porro,Spurs,DEF,5.8,XI,False,False,80.0,77.89999999999999,19.6,97.49999999999999
ICT Score (Budget = 80),Phil Foden,Man City,MID,8.1,XI,False,True,80.0,77.89999999999999,19.6,97.49999999999999
ICT Score (Budget = 80),Gabriel dos Santos Magalhães,Arsenal,DEF,5.2,Bench,False,False,80.0,77.89999999999999,19.6,97.49999999999999
ICT Score (Budget = 80),Jarrad Branthwaite,Everton,DEF,4.2,Bench,False,False,80.0,77.89999999999999,19.6,97.49999999999999
ICT Score (Budget = 80),Jordan Pickford,Everton,GK,4.6,Bench,False,False,80.0,77.89999999999999,19.6,97.49999999999999
ICT Score (Budget = 80),Matheus Santos Carneiro Da Cunha,Wolves,FWD,5.6,Bench,False,False,80.0,77.89999999999999,19.6,97.49999999999999
